gene_name,04_AD_15_NL,01_AD_12_NL,01_AD_10_NL,05_AD_25_LS,02_AD_22_LS,02_CO_48,03_AD_23_LS,01_AD_13_NL,05_AD_25_NL,01_AD_26_LS,04_CO_33,01_AD_22_LS,04_AD_06_LS,05_AD_15_NL,01_AD_26_NL,05_AD_22_LS,01_CO_41,04_AD_15_LS,05_AD_12_NL,01_AD_12_LS,03_CO_33,01_AD_13_LS,05_AD_12_LS,04_CO_56,03_CO_56,05_AD_02_NL,01_AD_10_LS,04_AD_13_NL,03_CO_43,01_AD_22_NL,01_AD_01_LS,01_AD_01_NL,03_AD_23_NL,01_CO_45,05_AD_15_LS,05_AD_22_NL,03_CO_54,02_AD_22_NL,04_AD_13_LS,04_AD_06_NL,05_AD_02_LS,01_CO_48,01_AD_17_LS,01_AD_23_NL,01_CO_55,05_CO_56,05_AD_06_NL,01_AD_11_LS,01_CO_51,05_CO_39,01_CO_57,01_AD_14_NL,01_AD_17_NL,05_CO_46,01_AD_05_NL,02_AD_25_LS,02_AD_15_NL,01_AD_21_NL,01_AD_14_LS,05_CO_45,05_CO_52,01_AD_06_LS,01_CO_31,03_AD_02_NL,05_CO_42,01_AD_07_NL,01_AD_07_LS,01_AD_23_LS,03_AD_02_LS,01_AD_21_LS,01_AD_18_LS,01_AD_18_NL,01_AD_11_NL,02_AD_25_NL,01_AD_05_LS,02_CO_43,01_AD_06_NL,05_AD_06_LS,02_AD_15_LS,05_CO_53,03_AD_12_NL,02_CO_46,02_AD_12_NL,01_CO_42,02_AD_09_LS,01_AD_27_LS,03_AD_22_NL,01_CO_58,03_CO_39,01_AD_20_NL,05_AD_16_LS,01_AD_28_NL,01_AD_15_NL,03_CO_48,01_AD_04_LS,01_AD_20_LS,01_AD_28_LS,01_CO_56,01_CO_60,03_CO_46,03_AD_22_LS,01_CO_32,01_AD_25_NL,02_AD_12_LS,03_CO_42,05_AD_16_NL,02_CO_42,01_CO_54,01_AD_27_NL,03_AD_15_LS,01_AD_15_LS,01_AD_04_NL,03_AD_12_LS,02_AD_09_NL,03_AD_15_NL,01_CO_33,01_AD_25_LS,01_CO_44,01_AD_19_NL,02_CO_54,02_CO_52,03_AD_25_NL,04_AD_25_NL,02_AD_16_LS,05_AD_13_NL,03_AD_25_LS,01_AD_02_LS,02_AD_11_LS,01_AD_30_LS,01_CO_47,01_CO_46,01_AD_02_NL,01_CO_50,05_CO_43,01_CO_43,01_AD_19_LS,01_AD_29_LS,05_AD_13_LS,01_AD_24_NL,02_AD_23_LS,03_AD_13_NL,03_AD_13_LS,02_CO_45,01_AD_24_LS,04_CO_54,01_AD_30_NL,02_AD_17_LS,02_AD_17_NL,02_AD_16_NL,01_AD_03_LS,02_AD_02_NL,02_AD_02_LS,01_AD_29_NL,04_AD_25_LS,01_AD_03_NL,02_AD_23_NL,04_CO_48,04_AD_22_NL,05_CO_48,04_AD_12_LS,04_CO_42,03_AD_06_NL,01_CO_59,03_CO_52,02_AD_13_LS,03_AD_06_LS,05_AD_23_NL,01_CO_52,04_CO_52,02_AD_13_NL,02_AD_06_NL,04_CO_43,01_CO_36,01_CO_49,04_AD_22_LS,04_AD_02_NL,01_CO_53,04_CO_45,03_AD_16_NL,03_AD_16_LS,04_AD_23_NL,02_CO_56,05_CO_54,01_AD_08_LS,01_AD_08_NL,04_AD_02_LS,03_CO_45,02_AD_14_NL,02_AD_14_LS,04_CO_46,04_AD_12_NL,04_AD_23_LS,02_AD_06_LS,02_CO_41
SFN,0,0,32,711,147,0,17,0,434,13,0,281,380,170,15,438,0,40,1,0,0,361,386,112,1,0,35,8,0,0,28,0,1,0,10,1,10,741,519,35,5,0,7,0,2,0,1,75,0,81,0,0,131,0,3,0,305,5189,92,0,706,389,0,0,0,0,44,0,287,0,0,0,0,25,0,0,0,41,0,0,0,23,35,0,1,9,0,0,0,235,2,0,0,1,0,0,0,5,719,0,0,0,0,2,0,1515,189,1,575,0,0,16,0,0,0,3,33,2,1664,0,0,73,0,6414,0,52,4,86,36,13,1,0,57,0,4026,1,27,289,26,30,0,3,141,0,0,0,498,0,5,0,21,0,5,53,0,176,0,74,0,100,0,15,0,1,28,4,764,2,0,0,0,2,0,1,14,3,14,0,0,0,0,0,1,200,0,29,0,74,150,0,0,0,1152,0
CTDNEP1,0,0,15,29,8,0,0,0,43,0,0,33,12,4,0,75,0,0,0,0,0,13,44,0,0,0,59,0,0,0,35,0,0,0,5,0,0,72,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,37,2,0,114,0,0,0,0,0,0,0,0,0,79,0,0,0,0,214,0,0,0,0,8,0,0,0,0,0,131,19,27,142,0,2,2,0,20,0,0,0,53,0,0,0,0,0,0,0,0,6,0,10,0,20,0,0,0,0,0,0,67,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,58,0,0,0,25,72,0,0,0,50,0
BAIAP2,0,0,0,76,31,1,0,0,0,0,0,1,29,34,0,136,0,0,0,0,0,11,89,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,80,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,202,0,0,61,0,0,0,0,0,0,0,11,0,0,1,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,81,20,0,29,0,0,0,0,0,0,0,1,0,117,0,0,0,0,251,0,0,0,0,188,0,0,0,0,0,7,0,0,364,0,1,0,0,95,0,0,0,33,0,1,0,0,0,0,0,0,28,0,2,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,73,0,0,0,122,0
A2M,0,0,0,16,44,0,0,0,0,0,0,16,53,0,0,16,0,0,0,0,0,0,73,0,0,1,0,2,0,0,46,0,0,0,45,0,0,0,0,0,0,210,0,0,0,0,0,173,0,0,0,0,1,3,0,0,24,209,0,2,260,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,24,86,0,1,0,0,0,0,0,0,0,35,0,361,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,173,0,0,127,0,0,0,0,0,0,0,0,118,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,44,0,0,1,11,142,0,0,0,21,0
DENND2C,0,0,0,119,0,0,0,0,2,0,0,9,91,1,0,370,0,0,0,0,0,133,700,15,0,0,11,1,0,1,19,0,0,0,0,0,0,38,83,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,45,0,194,0,0,0,11,0,0,0,146,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0,0,0,0,0,0,0,32,0,0,0,0,0,0,445,226,0,950,0,0,7,0,0,0,0,0,0,163,0,0,1,0,744,0,0,0,0,382,0,0,0,0,1,491,0,39,151,0,0,0,0,17,0,0,0,471,0,0,0,0,0,0,6,0,0,0,5,0,12,0,0,0,0,0,0,485,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,152,0,0,8,0,395,0,0,0,349,0
TUBB6,0,0,0,4,59,0,0,0,42,0,0,63,261,0,0,193,0,0,0,0,0,35,213,0,0,0,21,4,0,0,0,0,0,0,0,0,0,30,55,0,8,0,34,0,1,0,0,59,0,5,0,0,0,0,0,0,0,166,0,0,68,0,0,0,0,0,0,0,166,0,0,0,0,166,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,24,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,410,94,0,489,0,0,0,0,0,0,0,0,0,104,0,0,0,0,1461,0,0,0,0,23,0,0,0,0,0,862,0,0,594,0,0,0,0,155,0,0,0,81,0,0,0,0,0,0,0,0,5,0,12,0,0,0,1,0,0,0,0,605,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,117,0,0,0,0,192,0,0,0,642,0
ZBTB8OS,0,0,0,44,0,0,0,0,0,0,0,16,2,10,0,80,0,0,0,0,0,1,303,77,0,0,21,0,0,1,18,0,0,0,54,0,0,119,0,0,0,0,0,0,0,93,0,80,0,0,0,0,0,0,0,0,424,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,54,49,0,0,0,0,0,0,86,0,1,569,0,0,0,0,0,0,0,0,0,424,0,0,0,0,651,0,0,0,0,379,0,0,0,0,0,218,0,0,116,0,136,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,109,0,11,0,2,0,0,0,0,0,0,82,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,82,0,0,0,0,199,0,0,0,25,0
COX8A,0,0,0,129,0,0,0,0,0,0,0,22,7,3,0,115,0,0,0,0,0,0,122,0,0,0,0,6,0,0,2,0,0,0,4,0,0,75,8,1,0,82,0,0,0,0,40,5,0,0,0,0,0,0,0,138,306,156,0,0,120,1,0,0,0,0,0,0,398,0,0,0,0,599,0,1,0,5,0,124,0,0,98,0,0,0,0,0,0,152,4,0,0,0,0,0,0,32,252,0,0,0,0,0,0,18,181,0,280,0,0,0,0,0,0,0,1,0,98,0,30,23,0,820,0,0,1,0,159,29,0,0,0,0,137,0,183,288,0,66,0,0,3,0,0,76,45,0,26,1,24,0,0,0,0,135,0,9,0,0,0,45,0,0,0,0,52,0,0,0,0,34,21,0,0,101,0,0,0,0,53,0,0,233,0,95,0,0,273,51,0,1,145,0
KCMF1,0,0,0,69,135,0,0,8,13,0,0,18,11,66,0,177,0,0,0,0,0,27,12,0,0,0,15,0,0,0,0,0,0,0,12,0,0,72,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,8,19,0,0,0,0,0,0,199,16,0,87,0,0,0,0,0,0,0,13,0,15,0,0,0,0,566,0,0,0,0,0,0,0,0,0,0,108,0,0,132,0,1,0,0,0,0,0,0,98,1,0,0,0,0,0,0,0,48,0,9,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,99,0,0,0,10,324,0,0,0,141,0
RNF152,0,25,42,3403,134,0,9,152,357,20,24,1,83,2391,3,22,0,16,88,0,0,44,231,15,0,0,1,67,0,15,0,0,11,0,25,1,54,1802,57,977,0,0,0,0,0,0,0,1,0,240,0,0,13,0,0,66,472,208,0,0,0,34,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,7,0,0,47,0,0,0,0,154,1,1,0,0,0,0,22,2,2726,0,0,0,0,0,0,5,4,1,11,0,0,15,0,0,0,0,108,19,1,0,10,0,0,59,0,126,0,0,0,0,0,0,0,0,381,0,477,112,2,13,0,11,1,0,0,0,6,0,1,0,9,0,0,42,0,1066,0,254,61,1,0,0,0,3,1,25,78,4,0,0,0,557,387,0,1971,1,0,0,905,0,60,0,0,50,0,1329,2,0,20,0,1,0,26,0
BASP1,0,0,0,47,28,0,0,0,105,0,0,3,22,3,0,38,0,0,0,0,0,103,35,1,0,0,123,4,0,0,32,0,0,0,110,0,0,165,19,0,0,0,0,0,0,0,0,250,0,0,0,0,1,0,0,19,235,71,79,0,560,0,0,0,0,2,0,0,66,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,225,0,0,0,0,0,0,109,248,18,167,0,0,0,0,0,0,0,108,0,366,0,0,0,0,559,0,21,0,1,40,0,0,0,0,33,1918,1,0,256,0,2,0,0,200,0,0,0,2,0,2,0,0,0,1,0,0,0,0,6,0,7,1,0,0,25,1,31,148,0,0,0,0,0,0,49,54,196,0,0,115,0,0,0,0,949,0,0,0,4,366,0,0,0,727,0
METRNL,0,0,0,43,4,0,1,0,49,0,0,11,29,32,0,195,0,31,0,0,0,71,159,0,0,0,22,0,0,0,0,0,0,0,2,0,0,41,58,0,0,0,0,0,0,0,0,53,0,0,0,1,0,0,0,0,1,416,0,0,145,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,56,8,0,144,0,0,0,0,0,0,0,1,0,192,0,0,0,0,212,0,0,0,0,154,0,0,0,0,0,72,0,0,266,0,0,0,0,31,0,1,0,24,0,0,0,7,0,0,0,0,34,0,1,0,50,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,214,0,0,0,0,195,0,0,0,81,0
WSB2,0,1,0,266,0,0,0,0,58,0,0,49,25,182,0,92,0,0,0,0,0,0,248,0,0,0,124,71,0,0,45,1,0,0,159,0,0,203,38,128,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,38,3,267,0,290,0,0,0,0,0,0,1,697,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,64,0,0,212,0,0,0,0,0,0,51,127,31,117,0,0,118,0,0,0,0,1,0,116,0,0,23,0,194,0,35,0,0,1,5,0,0,0,3,2,0,57,9,0,10,0,1,0,0,0,0,1,0,0,0,0,0,0,12,0,4,0,27,0,2,0,0,0,0,0,23,4,0,0,0,0,29,0,131,305,424,0,1,155,0,0,0,1,661,0,32,44,57,1905,1,0,0,253,62
GCNT4,0,0,45,266,15,0,53,32,21,3,0,31,3,217,69,167,0,0,0,0,0,4,1642,0,0,0,0,56,0,0,1,0,1,0,16,0,42,33,108,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,644,0,0,10,68,0,0,0,0,0,0,584,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,27,0,0,0,0,74,6,0,0,0,0,0,0,0,283,0,0,0,0,1,0,160,370,0,430,101,0,25,0,0,0,0,12,0,310,0,0,0,0,697,0,0,0,0,448,97,0,0,0,1,190,0,0,546,0,0,0,2,149,0,0,0,83,0,0,0,0,0,0,0,0,42,0,6,16,1,0,117,0,0,0,0,172,0,0,1,0,0,0,0,204,0,0,0,0,0,0,0,0,1187,0,110,0,1,310,399,0,0,148,0
SEC24C,0,0,0,158,0,0,0,0,32,0,0,12,0,9,0,60,0,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,1,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,52,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,27,0,0,0,0,0,0,9,2,0,123,0,0,0,0,0,0,0,0,0,89,0,0,0,0,115,0,0,1,0,124,0,0,0,0,0,2,0,83,186,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,36,0,3,0,3,0,14,0,0,0,0,95,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,121,0,0,0,48,227,0,0,0,3,0
EPS8L2,0,0,0,115,0,0,0,0,10,0,0,28,55,16,0,64,0,0,21,0,0,44,94,21,0,0,9,0,0,0,0,0,0,0,4,0,0,37,22,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,14,146,0,0,96,13,0,0,0,0,0,0,17,0,0,4,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,83,1,6,91,0,0,0,0,0,0,0,0,0,96,0,0,0,0,184,0,0,0,0,40,0,0,0,0,0,73,0,0,11,0,0,0,0,1,0,0,18,128,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,2,9,218,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,59,1,0,1,124,0
TALDO1,0,0,0,126,1,0,0,0,6,0,2,13,69,8,0,352,0,0,0,0,0,15,380,0,0,0,1,0,0,0,0,0,27,0,10,0,0,174,10,0,0,0,0,0,0,0,0,405,0,0,0,0,0,0,0,0,348,132,0,0,197,0,0,0,0,0,0,0,148,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,139,0,0,0,0,0,0,174,163,0,207,0,0,0,0,0,0,0,13,0,144,0,0,0,0,1415,0,1,0,0,553,0,0,1,0,1,698,0,1,339,0,0,0,0,49,0,0,0,12,0,4,0,0,0,0,1,0,1,0,100,0,8,0,0,0,0,0,0,496,0,0,0,0,0,1,0,0,197,0,0,0,0,0,0,0,65,0,0,0,5,148,4,0,0,265,0
ULK1,0,0,0,11,54,0,0,0,10,6,0,55,50,12,17,105,0,0,0,0,0,3,176,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,45,0,0,15,0,0,0,0,44,0,0,0,0,0,0,0,232,0,0,0,0,0,0,247,129,0,247,0,0,0,0,0,0,0,0,0,243,0,0,0,0,83,0,0,1,0,436,1,0,0,0,0,51,0,0,1020,0,0,0,0,25,0,0,0,110,0,1,0,0,0,0,0,0,24,0,0,0,1,0,0,0,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,11,29,0,0,120,0
DEFB4B,0,0,0,4,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,1,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,1,0,8,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,8,19,0,441,0,0,0,0,0,0,0,0,0,10,0,0,1,5,210,0,0,0,0,1283,0,0,0,0,0,4,0,0,3885,0,0,0,0,113,0,0,0,77,0,1,0,0,0,0,0,0,1,0,2,0,5,9,4,0,0,0,0,326,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,7,63,14,0,271,0
CAVIN1,0,0,0,423,0,0,0,0,28,0,0,0,2,165,0,4,0,0,0,0,0,6,5,0,0,0,2,0,0,0,0,0,0,0,2,0,0,17,44,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,59,460,0,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,64,0,0,0,0,0,0,27,20,0,31,0,0,0,0,0,0,0,13,0,94,0,0,0,0,630,0,0,0,0,1,14,0,0,0,0,247,0,139,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,0,72,0,2,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,121,0,0,0,161,0
ATOX1,0,0,1,162,34,0,31,0,46,3,0,9,135,1,5,360,0,0,1,0,0,2,219,68,0,0,0,0,0,0,3,0,0,0,10,0,0,65,26,5,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,82,0,0,107,15,0,0,0,0,0,0,3,0,0,0,0,48,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,6,0,0,0,270,667,0,254,0,3,30,0,0,0,0,0,0,82,0,0,0,0,586,0,7,0,60,692,0,0,0,0,0,195,0,339,1392,0,30,0,0,2,1,0,0,6,0,1,0,0,0,0,0,0,783,0,19,0,0,0,0,0,0,0,0,472,116,0,0,0,1,0,0,0,162,0,1,0,0,0,0,0,133,0,0,0,0,113,10,0,0,377,0
TBL1XR1,0,0,0,432,48,0,0,22,6,0,70,0,39,124,0,7,0,0,0,0,0,0,32,1,0,0,0,41,0,0,0,0,0,1,207,0,0,145,2,49,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,16,28,74,69,0,468,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,132,0,0,0,0,0,0,100,74,339,0,0,0,0,0,0,224,86,0,12,0,0,1,0,0,0,0,1,0,79,0,0,0,0,355,0,0,0,0,1,0,0,0,0,0,215,0,23,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,18,0,90,0,51,13,0,0,2,0,0,4,0,2,0,0,0,0,0,1,0,294,266,0,0,31,0,0,0,0,408,0,10,0,0,269,0,0,0,74,0
RPLP2,0,1,14,799,224,0,17,0,400,0,2,97,160,429,1,571,0,0,3,0,1,93,1017,198,0,21,528,14,0,0,6,6,9,0,214,0,0,450,180,43,68,0,11,0,0,0,111,539,0,2,0,4,38,0,0,0,100,2293,26,0,789,144,0,0,0,0,0,0,1,0,0,8,0,17,0,0,0,0,0,0,0,3,94,0,8,103,0,0,0,734,0,0,0,0,0,0,0,264,820,0,1,1,0,1,0,1526,130,95,560,0,0,141,0,0,0,0,2,0,292,0,0,1,0,4561,0,0,0,109,398,56,0,0,0,0,2274,0,247,1886,0,2,0,0,61,1,0,31,485,4,2,0,29,0,4,32,0,973,0,47,0,37,0,0,0,0,18,47,585,0,0,0,0,1,1,0,62,209,0,108,3,0,1,0,0,589,0,55,0,230,543,0,0,0,1064,0
JUN,0,0,0,33,28,0,0,0,3,0,0,60,53,1,6,260,0,1,0,0,0,39,96,0,0,0,47,0,0,0,4,0,0,0,48,2,0,13,28,0,0,0,2,0,0,0,0,45,0,0,0,0,3,0,0,0,99,341,70,0,313,0,0,0,0,0,0,0,21,0,0,0,0,42,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,39,0,0,0,0,0,0,37,81,0,60,0,0,4,0,0,0,0,18,0,216,0,0,0,0,212,0,0,0,0,22,0,0,0,0,0,158,0,69,91,0,3,0,0,1,0,0,0,78,27,0,0,0,0,0,0,0,0,0,2,0,14,0,16,0,0,1,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,1,44,2,2,0,421,0
THAP5,0,20,0,520,0,0,0,0,3,0,0,1,1,156,0,0,0,0,0,0,0,1,0,0,0,0,0,36,0,0,24,0,0,0,46,0,0,61,75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,21,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,75,534,0,0,0,0,0,0,0,57,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,107,0,0,65,0,0,0,0,0,14,0,404,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,23,2,2,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,6,1,6,413,0,0,0,0,0
GRB2,0,0,0,333,43,0,5,0,0,0,0,52,2,166,0,66,0,0,0,0,0,28,121,0,0,0,19,29,0,42,0,0,0,0,94,0,0,198,26,1,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,38,208,137,22,0,458,0,0,0,0,0,0,0,105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,137,654,84,556,0,0,1,0,0,0,0,1,1,238,0,0,0,0,198,0,8,0,0,0,2,0,0,0,0,1126,0,86,278,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,6,0,22,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,151,257,0,0,2,0,0,0,0,891,0,22,0,0,423,2,0,0,391,0
UBE2N,0,0,0,191,0,0,0,0,49,0,0,37,36,0,0,306,0,0,0,0,0,5,800,2,0,0,0,17,0,0,28,0,0,0,68,0,0,63,187,17,22,0,0,0,0,0,0,131,0,0,0,0,3,0,0,0,259,526,0,0,73,0,0,0,0,1,0,0,68,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0,107,283,65,190,0,0,0,0,0,0,0,2,0,368,0,0,0,0,1826,0,0,0,0,279,0,0,1,0,0,460,0,0,586,0,23,0,1,0,0,0,2,119,0,2,0,0,0,0,0,0,82,0,35,0,1,0,6,0,0,0,24,570,97,0,0,0,0,0,0,0,138,0,0,138,0,0,0,0,418,0,0,0,0,92,0,0,0,666,0
RPS27,0,0,1,224,26,0,0,0,8,0,2,7,29,52,0,96,0,0,0,0,0,12,183,2,0,0,47,1,0,0,13,0,0,0,6,0,0,64,33,1,0,0,5,0,0,0,0,56,0,1,0,0,0,0,0,0,106,32,9,0,57,14,0,0,0,0,0,0,27,0,0,0,0,74,0,0,1,0,0,0,0,2,0,0,0,8,0,0,0,81,0,0,0,0,0,0,0,4,113,0,0,0,0,0,0,46,75,0,87,0,0,0,0,0,0,0,0,0,66,0,1,0,0,554,0,5,0,0,88,0,0,0,0,1,247,0,137,288,0,20,0,0,21,0,0,6,44,4,5,0,4,0,0,5,0,140,0,21,0,5,0,4,0,0,2,0,109,0,0,0,0,12,3,0,15,12,0,0,0,0,0,0,0,81,0,6,4,12,40,5,0,0,177,0
PLEC,0,0,0,50,31,0,8,0,5,0,0,4,13,4,0,48,0,5,0,0,0,1,1,2,0,0,46,0,0,0,0,0,0,0,21,0,0,82,0,0,0,0,0,0,0,1,0,105,0,0,0,0,0,0,0,0,0,4,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,35,0,0,0,0,0,0,0,7,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,0,0,0,0,0,0,22,40,0,18,0,0,0,0,0,0,0,0,0,16,0,0,0,0,370,0,14,0,0,3,0,0,0,0,0,33,0,0,32,0,0,0,0,9,0,0,58,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,11,0,0,0,9,19,0,0,0,0,0
CALML3,0,0,2,517,31,0,6,1,343,0,0,14,12,233,0,204,0,4,18,0,0,23,48,65,0,1,5,0,0,0,0,0,0,0,29,1,0,813,17,26,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,93,550,1,0,14,87,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,42,4,17,0,0,0,1,0,4,86,0,13,7,0,0,0,49,4,0,233,0,0,2,1,0,0,0,1,83,94,0,5,1,0,301,0,14,0,50,79,0,0,0,0,0,1694,1,58,241,0,0,0,0,1,0,0,58,2,0,2,0,11,0,0,0,0,372,0,21,52,106,0,0,0,0,1,0,38,0,0,0,0,24,1,1,23,0,0,0,14,0,1,0,0,47,0,23,0,0,203,0,0,0,18,0
