gene_name,04_AD_15_NL,01_AD_12_NL,01_AD_10_NL,05_AD_25_LS,02_AD_22_LS,02_CO_48,03_AD_23_LS,01_AD_13_NL,05_AD_25_NL,01_AD_26_LS,04_CO_33,01_AD_22_LS,04_AD_06_LS,05_AD_15_NL,01_AD_26_NL,05_AD_22_LS,01_CO_41,04_AD_15_LS,05_AD_12_NL,01_AD_12_LS,03_CO_33,01_AD_13_LS,05_AD_12_LS,04_CO_56,03_CO_56,05_AD_02_NL,01_AD_10_LS,04_AD_13_NL,03_CO_43,01_AD_22_NL,01_AD_01_LS,01_AD_01_NL,03_AD_23_NL,01_CO_45,05_AD_15_LS,05_AD_22_NL,03_CO_54,02_AD_22_NL,04_AD_13_LS,04_AD_06_NL,05_AD_02_LS,01_CO_48,01_AD_17_LS,01_AD_23_NL,01_CO_55,05_CO_56,05_AD_06_NL,01_AD_11_LS,01_CO_51,05_CO_39,01_CO_57,01_AD_14_NL,01_AD_17_NL,05_CO_46,01_AD_05_NL,02_AD_25_LS,02_AD_15_NL,01_AD_21_NL,01_AD_14_LS,05_CO_45,05_CO_52,01_AD_06_LS,01_CO_31,03_AD_02_NL,05_CO_42,01_AD_07_NL,01_AD_07_LS,01_AD_23_LS,03_AD_02_LS,01_AD_21_LS,01_AD_18_LS,01_AD_18_NL,01_AD_11_NL,02_AD_25_NL,01_AD_05_LS,02_CO_43,01_AD_06_NL,05_AD_06_LS,02_AD_15_LS,05_CO_53,03_AD_12_NL,02_CO_46,02_AD_12_NL,01_CO_42,02_AD_09_LS,01_AD_27_LS,03_AD_22_NL,01_CO_58,03_CO_39,01_AD_20_NL,05_AD_16_LS,01_AD_28_NL,01_AD_15_NL,03_CO_48,01_AD_04_LS,01_AD_20_LS,01_AD_28_LS,01_CO_56,01_CO_60,03_CO_46,03_AD_22_LS,01_CO_32,01_AD_25_NL,02_AD_12_LS,03_CO_42,05_AD_16_NL,02_CO_42,01_CO_54,01_AD_27_NL,03_AD_15_LS,01_AD_15_LS,01_AD_04_NL,03_AD_12_LS,02_AD_09_NL,03_AD_15_NL,01_CO_33,01_AD_25_LS,01_CO_44,01_AD_19_NL,02_CO_54,02_CO_52,03_AD_25_NL,04_AD_25_NL,02_AD_16_LS,05_AD_13_NL,03_AD_25_LS,01_AD_02_LS,02_AD_11_LS,01_AD_30_LS,01_CO_47,01_CO_46,01_AD_02_NL,01_CO_50,05_CO_43,01_CO_43,01_AD_19_LS,01_AD_29_LS,05_AD_13_LS,01_AD_24_NL,02_AD_23_LS,03_AD_13_NL,03_AD_13_LS,02_CO_45,01_AD_24_LS,04_CO_54,01_AD_30_NL,02_AD_17_LS,02_AD_17_NL,02_AD_16_NL,01_AD_03_LS,02_AD_02_NL,02_AD_02_LS,01_AD_29_NL,04_AD_25_LS,01_AD_03_NL,02_AD_23_NL,04_CO_48,04_AD_22_NL,05_CO_48,04_AD_12_LS,04_CO_42,03_AD_06_NL,01_CO_59,03_CO_52,02_AD_13_LS,03_AD_06_LS,05_AD_23_NL,01_CO_52,04_CO_52,02_AD_13_NL,02_AD_06_NL,04_CO_43,01_CO_36,01_CO_49,04_AD_22_LS,04_AD_02_NL,01_CO_53,04_CO_45,03_AD_16_NL,03_AD_16_LS,04_AD_23_NL,02_CO_56,05_CO_54,01_AD_08_LS,01_AD_08_NL,04_AD_02_LS,03_CO_45,02_AD_14_NL,02_AD_14_LS,04_CO_46,04_AD_12_NL,04_AD_23_LS,02_AD_06_LS,02_CO_41
ORMDL2,0,0,0,166,2,0,0,0,16,1,0,36,10,21,11,203,0,1,0,0,0,2,289,1,0,0,24,6,0,0,0,0,0,0,77,1,0,37,43,0,2,0,0,0,0,0,2,378,0,0,0,0,1,0,0,0,117,288,34,1,166,0,0,0,0,0,6,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,120,52,0,618,0,3,0,0,0,0,0,0,0,295,0,0,0,0,1014,0,0,0,6,1164,0,0,0,0,0,221,0,118,1825,0,2,0,0,110,0,0,3,2,0,1,0,0,1,4,0,0,153,0,17,0,2,0,0,0,0,0,0,297,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,29,100,0,0,191,0
CDK2,0,0,0,66,30,0,0,0,1,0,8,10,48,21,1,31,0,0,0,0,0,13,18,0,0,0,56,12,0,0,22,0,0,0,12,0,0,17,7,8,8,0,0,0,0,0,0,34,0,0,0,0,0,80,0,13,20,93,0,0,85,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,44,87,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,78,0,0,0,0,230,0,0,0,0,121,23,0,0,0,1,43,0,0,23,0,1,0,0,0,0,0,1,35,0,0,0,0,0,0,57,0,8,0,2,0,0,0,0,0,1,0,0,4,0,0,0,0,0,39,76,66,7,0,0,0,0,0,0,0,215,0,1,39,0,244,4,0,0,10,0
TUBA1B,0,0,0,98,43,0,24,0,49,6,0,139,235,3,0,342,0,0,0,0,0,147,457,0,0,0,252,47,0,0,64,0,0,0,14,1,0,210,121,28,45,0,0,0,0,0,0,154,0,37,0,0,0,2,0,0,59,479,0,0,1016,64,0,0,0,0,0,0,222,0,2,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,337,47,0,0,0,0,1,0,182,64,0,0,0,1,0,0,641,545,99,324,1,0,108,0,0,0,0,122,0,352,0,0,0,0,1611,0,0,0,25,88,0,0,0,0,2,1254,0,219,697,0,5,0,0,2,0,0,0,18,0,0,0,0,0,0,0,0,270,0,53,0,1,0,104,0,0,0,0,684,0,0,0,0,0,0,0,15,0,0,1,41,0,0,0,0,652,0,90,0,0,690,0,0,0,817,1
AMD1,0,0,0,106,2,0,0,0,0,0,0,0,2,0,0,65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,0,0,0,51,0,0,35,0,18,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,37,1,0,0,137,0,0,0,0,0,0,22,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,113,11,0,41,0,0,0,0,0,0,0,0,0,233,0,0,0,0,656,0,5,0,0,8,0,0,0,0,0,290,0,1,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,47,0,5,0,9,0,1,0,0,0,0,159,0,0,0,0,0,0,0,87,0,0,0,11,0,0,0,0,1,0,0,0,0,18,0,14,0,22,0
MORF4L2,0,0,27,244,0,0,0,18,32,0,0,0,16,56,20,3,0,0,0,0,0,20,290,0,0,0,18,4,0,0,0,0,0,0,23,0,0,51,95,1,1,0,0,0,0,0,1,139,0,0,0,0,0,0,0,20,119,314,34,0,314,0,0,0,0,0,0,0,57,0,0,0,0,9,0,0,0,0,0,25,0,1,10,0,0,0,0,0,0,199,0,0,0,0,0,0,15,0,273,0,0,0,1,0,0,206,156,0,141,0,0,0,0,0,0,0,2,0,134,0,0,0,1,1215,0,43,0,1,506,41,0,0,0,1,372,0,0,501,0,10,0,0,27,0,0,2,310,0,1,0,0,1,0,0,0,215,0,23,0,0,0,0,0,1,0,0,321,2,0,0,0,0,0,0,115,2,0,0,0,0,0,0,0,376,0,44,0,1,258,0,0,0,131,0
RAB9A,0,0,27,118,22,0,0,0,0,0,0,19,88,0,0,45,0,0,0,0,0,0,77,0,0,0,69,12,0,18,0,0,0,0,2,0,0,10,0,2,0,0,0,0,0,0,0,421,0,0,0,0,0,0,0,0,74,137,16,0,250,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,77,0,9,0,0,0,0,0,0,0,2,0,1,0,0,0,0,87,0,0,0,0,177,0,0,0,0,0,218,0,26,172,0,1,0,2,0,0,0,0,81,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,147,0,0,0,70,195,0,0,0,293,0
BAZ2B,0,0,0,50,62,0,0,1,28,0,0,3,1,28,0,103,0,0,0,0,0,13,11,0,0,0,41,1,0,0,0,0,0,0,33,0,0,40,12,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,182,415,0,1,85,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,12,0,0,0,0,0,0,76,21,0,1,0,0,0,0,0,0,0,67,0,113,0,0,0,0,607,0,0,0,0,3,2,0,0,0,0,681,0,1,94,0,1,0,0,101,0,0,0,16,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,0,0,4,2,114,0,0,0,0,0,0,1,3,15,0,0,0,0,0,0,0,223,0,0,0,0,406,3,2,1,69,0
G0S2,0,0,0,427,43,0,0,0,0,0,0,0,85,22,0,13,0,0,0,0,0,82,89,0,0,0,125,16,0,0,0,0,0,0,311,0,0,0,1,0,0,0,0,0,0,0,0,782,0,0,0,0,18,0,0,6,308,0,0,147,4,0,0,0,0,0,1,0,2,0,0,0,3,0,1,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,56,0,0,0,0,0,0,302,1,0,84,0,0,0,0,0,0,0,113,1,1227,0,0,0,0,914,0,90,0,0,1,0,0,0,0,0,1806,0,1,88,0,1,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,10,0,37,0,0,0,0,0,0,120,0,0,0,0,0,0,0,16,1,0,1,0,0,0,0,0,809,0,0,0,75,4,0,0,0,717,0
RAP2C,0,0,0,183,0,0,16,0,3,2,0,1,0,57,0,6,0,0,0,0,0,0,79,0,0,0,20,15,0,0,6,0,0,0,124,0,0,5,4,69,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,23,0,265,0,0,0,0,0,1,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,64,69,0,57,0,0,1,0,0,0,0,0,0,3,0,88,0,0,337,0,48,0,0,0,108,0,0,0,0,474,0,7,120,3,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,179,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,81,0,0,0,0,401,0,63,1,1,404,8,0,0,139,0
PFKFB2,0,0,0,68,0,0,0,0,11,0,0,44,16,9,5,177,0,0,0,0,0,13,794,0,0,0,11,0,0,0,1,0,0,0,59,0,0,56,52,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,84,0,0,0,0,0,0,0,93,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,53,1,0,0,0,0,1,0,12,414,0,338,0,0,0,0,0,0,0,2,0,220,0,0,0,0,198,0,103,0,0,686,0,0,0,0,0,2,0,0,720,0,0,0,0,1,0,0,0,246,0,0,0,0,0,0,0,0,1,0,1,0,0,0,72,0,1,0,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,2,513,345,0,0,32,0
RAB38,0,0,0,1,0,0,1,1,0,0,0,29,0,27,0,53,0,0,0,0,0,4,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,6,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,2,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,35,3,0,187,0,0,0,0,0,0,0,1,0,15,0,0,0,0,2780,0,0,0,0,26,86,0,0,0,0,177,0,114,26,0,0,0,0,0,0,0,0,63,0,1,1,0,0,0,8,0,0,0,6,0,1,0,0,0,1,0,0,214,0,0,0,0,0,0,0,37,1,0,0,0,0,0,0,0,71,0,0,0,0,2,0,0,0,65,0
PI3,0,3,14,121,1,0,23,0,1,0,0,54,354,15,0,2917,0,3,0,0,0,130,3529,0,0,3,59,1,0,1,15,1,0,0,85,0,0,20,234,1,17,0,0,0,0,0,0,514,0,0,0,0,6,0,0,23,4675,1442,29,0,431,92,0,0,1,0,0,0,793,0,0,0,1,218,0,0,1,0,0,0,0,80,2,0,0,1,0,3,0,8,5,0,0,5,0,3,0,6,357,0,1,0,0,0,0,666,260,3,13030,1,0,11,0,0,1,0,153,2,5830,1,0,99,16,20001,1,3,0,92,10244,116,0,4,1,2,831,0,3,42673,0,4,0,2,735,1,0,5,527,1,6,3,1,50,2,132,1,14,0,68,1,88,0,341,0,3,12,0,9418,2,2,2,0,89,0,0,1,843,0,0,1,0,1,0,0,1829,0,22,2,5,97,571,1,0,757,1
SLPI,0,1,0,128,196,2,6,13,220,4,20,49,322,406,3,498,1,7,4,0,0,305,745,0,0,47,40,2,0,0,7,1,0,3,23,0,0,112,494,13,7,0,30,0,0,213,1,467,0,0,0,0,18,0,0,0,509,2074,0,0,166,82,0,0,0,0,1,0,307,0,0,0,0,154,0,0,0,0,0,0,0,1,3,0,0,17,1,0,0,49,0,0,0,0,0,1,0,2,1117,0,1,0,0,1,0,1292,125,8,499,0,0,4,0,0,0,0,109,1,2130,0,0,3,4,9435,0,7,0,0,158,18,0,1,0,3,2941,0,35,5129,18,0,0,1,205,0,0,1,607,0,4,0,0,0,0,21,1,51,0,31,0,131,0,23,0,0,56,0,1949,0,0,0,0,166,150,0,64,1,0,112,0,0,0,0,0,184,0,2,1,16,59,6,0,0,2806,0
TTPAL,0,0,28,0,50,0,0,0,0,0,0,2,0,61,0,59,0,0,0,0,0,8,102,0,0,0,13,0,0,0,0,0,0,0,15,0,0,21,14,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,167,1,0,111,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,22,0,0,0,0,0,0,12,28,0,391,0,0,0,0,0,0,0,0,0,48,0,0,1,0,9,0,0,0,0,1026,0,0,0,0,0,32,0,0,729,0,0,0,0,23,0,0,0,18,0,0,1,0,0,0,0,0,0,0,1,0,13,0,1,0,0,0,1,212,0,0,0,0,91,0,0,0,1,0,0,5,0,0,0,0,138,0,0,1,0,12,161,0,0,14,0
SDC4,0,1,0,184,3,0,6,12,31,0,0,35,10,208,0,47,0,0,1,0,0,1,111,4,0,0,27,6,0,0,0,0,0,0,58,0,0,73,92,52,0,1,0,0,0,0,0,6,0,2,0,0,0,0,0,0,123,406,123,0,203,0,0,0,0,0,0,0,158,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70,0,0,0,0,0,0,0,61,221,0,22,0,0,0,0,1,31,0,77,0,0,2,0,0,0,0,36,0,68,0,0,0,0,346,0,89,0,0,12,223,0,1,0,0,641,0,190,24,0,0,0,0,0,0,0,0,2,0,17,0,0,0,0,0,0,464,0,52,82,0,0,1,0,10,25,5,101,0,0,0,0,0,121,0,104,127,0,0,110,0,0,0,0,336,0,168,0,0,376,0,0,0,80,107
PARD6B,0,0,0,56,0,0,0,0,8,0,0,0,1,38,55,67,0,1,0,0,0,11,591,0,0,19,1,0,0,0,4,0,0,0,30,0,15,67,7,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,120,1,0,0,0,0,0,0,0,0,0,541,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,137,338,0,32,0,0,0,0,0,0,0,0,0,125,0,0,0,0,207,0,0,0,0,508,0,0,0,0,0,6,0,0,226,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,107,0,0,48,0,116,0,0,0,0,284,0,0,0,0,0,0,0,43,0,0,0,0,0,1,0,0,230,0,0,0,0,37,131,0,0,1,0
ATP5F1E,0,0,23,547,195,0,39,0,106,1,0,39,105,157,2,460,0,47,0,0,0,73,1076,21,0,4,232,1,0,0,27,0,0,0,153,0,0,256,264,0,34,0,0,0,0,0,0,1002,0,0,0,0,1,0,1,0,1362,894,0,0,899,0,0,0,0,0,0,0,145,0,0,0,1,405,0,0,0,2,0,0,0,0,0,0,0,30,0,0,0,618,6,0,0,0,0,3,0,72,85,0,1,0,0,0,0,130,1247,0,320,0,0,0,0,0,0,0,217,0,809,0,0,0,0,3672,0,0,0,1,506,11,0,0,0,0,1252,0,384,2544,0,122,0,1,95,0,1,99,491,0,26,0,0,1,0,93,0,483,0,185,0,18,0,82,0,0,49,0,1100,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,1,1057,0,141,0,117,411,0,0,0,2259,0
SRSF6,8,5,24,1204,17,3,3,11,79,5,2,47,5,506,26,101,0,4,126,0,1,15,443,23,0,2,102,125,0,13,17,0,40,0,237,2,1,492,99,183,9,1,1,0,49,0,0,111,0,37,0,0,1,0,0,29,94,28,215,0,373,18,0,7,0,0,1,0,254,0,0,0,0,52,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,126,12,0,0,0,0,0,21,16,532,0,0,0,0,0,0,23,326,2,40,0,0,35,0,0,0,0,68,0,28,1,4,0,0,627,48,87,0,1,109,248,0,0,0,1,1080,0,648,54,51,28,0,0,34,0,0,0,3,2,3,0,0,0,0,30,4,445,0,91,5,4,0,13,0,75,0,7,19,3,0,1,0,25,364,50,272,211,1,0,201,0,0,0,0,1731,0,63,34,85,1682,24,0,0,188,0
STAU1,0,0,0,91,14,0,0,0,2,0,0,7,35,37,0,129,0,0,0,0,0,22,54,0,0,0,0,0,0,0,0,0,0,0,22,0,0,41,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,179,0,0,129,0,0,0,0,0,2,0,19,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,34,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,16,2,21,49,0,0,0,0,0,0,0,0,0,128,0,0,3,0,136,0,0,0,0,123,2,0,0,0,1,229,0,85,118,0,1,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,53,0,1,0,6,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,38,0
DDX27,0,0,0,186,0,0,0,0,8,0,0,0,6,12,0,1,0,0,0,0,0,1,14,0,0,0,7,0,0,0,2,0,0,0,0,0,0,102,5,0,0,0,141,0,0,0,0,11,0,0,0,0,12,0,0,0,15,118,0,0,48,0,0,0,0,0,0,0,103,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,35,0,0,0,0,0,0,0,10,0,0,0,0,0,0,97,2,0,290,0,0,0,0,0,0,0,23,0,1,0,0,0,0,592,0,0,0,0,61,0,0,0,0,0,258,0,39,154,0,0,0,0,0,0,0,0,40,0,0,0,0,0,3,0,0,5,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,52,0,0,11,0,0,0,0,0,0,0,0,222,0,0,0,0,21,0,0,0,222,0
USP22,0,0,0,121,0,0,0,0,0,0,0,0,1,50,0,1,0,0,0,0,0,0,64,0,0,0,5,0,0,0,0,0,0,0,24,0,0,18,12,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2,0,113,0,0,0,0,0,0,0,1,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,2,167,1,40,0,0,1,0,0,0,0,1,0,2,0,0,0,0,45,0,0,0,0,43,0,0,0,0,0,83,0,0,100,0,62,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,72,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,12,55,0,0,0,0,0,0,0,88,0,0,0,0,223,0,0,0,37,0
POF1B,1,0,0,270,38,0,0,0,27,0,0,18,202,75,4,1005,0,45,0,0,0,79,1437,8,0,1,37,8,0,1,33,0,0,0,188,2,0,98,109,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1472,0,0,479,243,0,0,11,0,0,0,402,0,0,4,0,0,0,1,0,0,0,0,0,8,153,0,0,0,0,2,0,32,4,0,0,1,0,2,0,95,184,0,1,0,1,1,0,623,223,0,1801,0,0,1,0,2,0,0,1,0,609,1,0,0,0,964,0,0,0,0,2132,0,0,0,0,2,112,0,0,2074,0,1,44,0,94,1,0,0,206,0,17,0,6,4,0,0,0,59,0,12,0,105,0,37,0,62,0,0,2187,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,79,0,0,0,0,802,170,140,0,359,0
LYPD3,0,0,3,288,53,1,0,0,55,30,0,55,179,63,6,751,6,9,0,0,0,76,500,1,0,0,3,0,0,0,1,0,0,0,10,0,0,373,400,43,0,0,59,0,0,149,0,0,0,29,0,0,2,0,0,0,58,2298,0,0,154,28,0,0,1,0,0,0,519,0,0,12,1,150,1,0,0,0,0,0,0,18,1,0,1,0,0,3,0,485,1,0,0,0,0,0,0,0,515,0,0,0,1,73,0,1361,318,1,769,0,0,108,0,1,0,0,1,0,1173,0,0,1,0,4027,0,0,0,0,308,10,0,0,2,0,764,0,27,381,1,1,0,1,81,0,0,1,304,0,0,75,1,0,0,49,1,182,0,27,123,1,0,0,0,0,109,0,1089,0,0,0,0,0,0,0,41,0,6,0,0,0,0,0,1,198,0,42,0,29,5,2,0,0,606,0
SNRPC,0,0,0,106,0,0,0,0,5,0,0,1,52,4,1,181,0,0,0,0,0,0,226,0,38,0,60,0,0,0,0,0,0,0,11,0,0,187,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,269,24,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,81,0,0,0,0,0,0,36,0,45,161,0,0,0,0,0,0,0,0,0,239,0,0,0,0,992,0,0,0,0,67,1,0,0,0,0,156,0,1,87,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,104,0,12,0,0,0,0,0,0,3,0,84,0,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,221,0,0,0,1,1,0,0,0,46,0
RPS10,0,0,0,13,5,0,0,0,0,0,0,5,4,4,0,6,0,0,0,0,0,1,8,0,0,0,2,0,0,0,0,0,0,0,1,0,0,6,4,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,32,0,0,6,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,18,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,18,12,0,17,0,0,1,0,0,0,0,0,0,6,0,0,0,0,65,0,0,0,0,1,0,0,0,0,0,16,0,0,16,0,1,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,16,0
TREM1,0,0,5,6,34,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,9,27,0,0,0,55,0,0,0,0,0,0,0,57,0,0,0,16,0,0,0,0,0,0,0,0,175,0,0,0,0,11,0,0,1,1545,3,106,0,219,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,61,9,0,37,0,0,0,0,0,0,0,70,0,261,0,1,0,0,987,0,2,0,0,0,0,0,0,0,1,614,0,0,127,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,524,0,0,0,0,2,0,0,0,499,0
MEA1,0,1,9,175,12,0,0,4,29,0,0,28,30,32,0,131,0,0,0,0,0,2,198,0,0,0,1,31,0,0,0,0,0,0,0,0,0,220,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,105,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,12,0,248,0,0,0,0,0,0,0,86,0,251,0,0,0,0,702,1,0,0,0,288,0,0,0,0,0,561,0,41,447,0,0,0,0,0,0,0,0,1,0,0,0,115,0,0,0,0,230,0,29,0,1,0,1,0,0,0,0,187,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,82,0,0,0,0,4,0,0,0,52,0
CDKN1A,0,0,37,88,106,0,31,0,66,39,3,84,171,74,1,322,0,0,0,0,0,78,377,57,0,0,186,3,0,1,8,0,0,0,138,0,0,171,177,0,0,0,0,0,0,0,0,369,0,103,0,0,0,0,0,0,61,791,188,0,1826,0,0,2,0,0,3,0,215,0,0,0,1,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80,140,0,0,0,0,0,0,850,204,0,1276,0,0,2,0,0,0,0,1,0,1231,7,0,168,1,2576,0,60,0,2,350,0,0,1,0,0,932,0,2,1221,0,15,0,0,162,1,0,0,451,0,1,0,0,0,0,136,7,31,0,60,0,3,0,3,0,0,0,0,1027,0,0,0,0,7,4,1,16,0,0,0,4,0,0,0,0,1153,0,1,0,1,1290,9,0,0,1482,1
SOX4,26,25,0,3450,209,0,37,0,68,0,0,40,133,815,6,265,0,1,0,0,0,113,624,0,0,1,105,205,0,1,59,1,1,0,191,0,0,994,198,291,0,0,0,0,166,0,0,1031,0,1,0,0,0,0,0,328,862,46,1,0,856,212,0,0,0,0,0,0,1301,0,0,0,1,216,0,0,0,0,0,0,0,0,0,0,197,0,0,0,1,447,0,0,0,0,0,0,0,3,2390,0,0,0,2,0,0,111,1558,0,410,0,0,105,0,0,0,0,5,0,994,0,0,3,2,806,115,0,1,0,163,0,0,0,0,0,2243,1,888,1055,0,2,0,0,2,0,0,41,309,0,5,0,0,0,0,0,0,555,0,232,0,3,0,1,1,9,1,327,391,0,0,0,0,3,2,336,843,3,1,0,449,0,26,0,0,9700,0,461,0,5,3325,1,0,0,1603,0
RREB1,0,0,0,175,0,0,0,0,0,0,0,17,0,123,0,0,0,40,0,0,0,4,87,0,5,0,62,0,0,0,0,0,0,0,24,0,0,11,43,20,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,146,94,1,0,0,3,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,33,0,0,0,0,0,0,103,162,0,1,0,0,7,1,0,0,0,3,0,5,0,0,0,0,263,0,0,0,1,40,0,0,0,0,0,6,0,132,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,47,0,2,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,87,210,0,0,0,0,0,0,0,269,0,162,0,0,1431,0,0,0,227,0
